teamscorepos,dateloc,possessions,totalDrama,perDrama
243 Miami OH 59 182 Wright St. 56 [68],"Sunday, December 15, 2013 2:00 pm ET John D. Millett Hall Miami, OH",68,7.0138,0.05119562
251 Gardner Webb 73 256 Radford 72  (OT) [69],"Saturday, February 1, 2014 4:00 pm ET Dedmon Center Radford, VA",69,7.2644,0.051157746
137 San Diego 77 176 Sam Houston St. 72 [65],"Saturday, March 22, 2014 7:00 pm ET Johnson Coliseum Huntsville, TX",65,6.7005,0.051148855
139 Valparaiso 68 182 Youngstown St. 66 [61],"Saturday, February 22, 2014 4:00 pm ET Athletics-Recreation Center Valparaiso, IN",61,6.4917,0.051115748
113 Rutgers 72 173 Yale 71 [66],"Thursday, November 14, 2013 7:30 pm ET Louis Brown Athletic Center Piscataway, NJ",66,6.7439,0.051090152
40 Georgetown 70 76 Butler 67  (OT) [69],"Saturday, January 11, 2014 7:00 pm ET Hinkle Fieldhouse Indianapolis, IN",69,6.8366,0.051019403
249 Winthrop 58 246 VMI 57 [66],"Saturday, January 25, 2014 4:00 pm ET Winthrop Coliseum Rock Hill, SC",66,6.8811,0.050971111
99 Wyoming 67 265 South Dakota 66  (OT) [71],"Saturday, December 7, 2013 9:15 pm ET Don Barnett Arena Rapid City, SD",71,6.9282,0.050942647
272 Niagara 67 270 Fairfield 63 [64],"Thursday, January 16, 2014 8:30 pm ET Webster Bank Arena at Harbor Yard Bridgeport, CT",64,6.6195,0.050919231
256 UC Davis 64 239 Loyola Chicago 61  (OT) [70],"Saturday, November 23, 2013 6:00 pm ET Stott Center Portland, OR",70,7.2787,0.0509
67 Boise St. 71 48 New Mexico 70 [58],"Wednesday, February 12, 2014 9:15 pm ET Taco Bell Arena Boise, ID",58,5.8522,0.050888696
322 Eastern Illinois 67 286 Austin Peay 64 [59],"Saturday, January 18, 2014 3:00 pm ET Lantz Arena Charleston, IL",59,5.9526,0.050876923
108 Washington St. 67 201 Idaho 66 [64],"Saturday, December 7, 2013 10:00 pm ET Cowan Spectrum at the Kibbie Dome Moscow, ID",64,6.2574,0.050873171
329 South Carolina St. 69 348 Bethune Cookman 67  (OT) [65],"Monday, January 20, 2014 7:30 pm ET Smith-Hammond-Middleton Center Orangeburg, SC",65,6.4604,0.050869291
294 Chicago St. 84 216 Seattle 77  (3OT) [91],"Thursday, February 27, 2014 10:00 pm ET KeyArena Seattle, WA",91,9.1544,0.050857778
114 South Florida 68 202 Florida Gulf Coast 66  (2OT) [79],"Tuesday, December 17, 2013 7:00 pm ET USF Sun Dome Tampa, FL",79,8.236,0.050839506
132 Western Michigan 88 304 Ball St. 81  (OT) [77],"Wednesday, February 26, 2014 7:00 pm ET Worthen Arena Muncie, IN",77,7.9782,0.050816561
171 Cal Poly 61 213 Cal St. Northridge 59 [60],"Saturday, March 15, 2014 10:30 pm ET Honda Center Anaheim, CA",60,6.0396,0.050752941
50 Illinois 83 49 Indiana 80  (OT) [79],"Tuesday, December 31, 2013 3:00 pm ET State Farm Center Champaign, IL",79,7.5592,0.050732886
257 Murray St. 65 164 Evansville 63 [62],"Wednesday, December 4, 2013 8:00 pm ET CFSB Center Murray, KY",62,6.5439,0.050727907
46 California 80 188 Washington St. 76  (OT) [64],"Wednesday, February 12, 2014 11:00 pm ET Friel Court Pullman, WA",64,6.6449,0.050724427
83 Richmond 77 186 Fordham 74  (OT) [73],"Saturday, January 11, 2014 7:00 pm ET Rose Hill Gym New York, NY",73,7.3969,0.050663699
261 Fairleigh Dickinson 86 202 St. Francis NY 85 [70],"Thursday, January 23, 2014 7:00 pm ET Rothman Center Teaneck, NJ",70,7.1376,0.050621277
49 Maryland 75 4 Virginia 69  (OT) [66],"Sunday, March 9, 2014 12:00 pm ET Comcast Center College Park, MD",66,6.6307,0.050616031
121 Ohio 64 85 Cleveland St. 62 [68],"Wednesday, March 19, 2014 7:00 pm ET Convocation Center Athens, OH",68,6.9824,0.050597101
247 Southeast Missouri St. 77 317 Tennessee Martin 74 [68],"Saturday, February 22, 2014 5:00 pm ET Skyhawk Arena Martin, TN",68,6.9799,0.050578986
143 Holy Cross 69 213 Colgate 68 [54],"Tuesday, February 4, 2014 9:00 pm ET Cotterell Court Hamilton, NY",54,5.6126,0.050563964
344 Mississippi Valley St. 90 316 Longwood 89 [79],"Saturday, November 30, 2013 4:30 pm ET Multipurpose Activity Center West Long Branch, NJ",79,7.9889,0.050562658
231 Arkansas Little Rock 62 228 South Alabama 58 [61],"Saturday, February 1, 2014 5:05 pm ET Mitchell Center Mobile, AL",61,6.3201,0.0505608
29 Massachusetts 88 152 George Mason 87 [75],"Wednesday, January 15, 2014 7:00 pm ET Patriot Center Fairfax, VA",75,7.5306,0.05054094
19 UCLA 75 1 Arizona 71 [69],"Saturday, March 15, 2014 6:00 pm ET MGM Grand Las Vegas, NV",69,7.0719,0.050513571
241 Southern Illinois 71 236 Loyola Chicago 67 [62],"Wednesday, January 8, 2014 8:00 pm ET Gentile Center Chicago, IL",62,6.2041,0.050439837
82 Georgia St. 101 204 UT Arlington 91  (OT) [81],"Saturday, February 1, 2014 8:30 pm ET GSU Sports Arena Atlanta, GA",81,8.2149,0.05039816
8 Kentucky 74 6 Wisconsin 73 [61],"Saturday, April 5, 2014 8:49 pm ET AT&amp;T Stadium Arlington, TX",61,6.1463,0.050379508
113 Drake 71 170 Western Michigan 68 [65],"Wednesday, December 18, 2013 8:05 pm ET Knapp Center Des Moines, IA",65,6.443,0.050335938
226 Cal St. Bakersfield 61 263 Idaho St. 57 [57],"Saturday, December 28, 2013 9:05 pm ET Holt Arena Pocatello, ID",57,5.6265,0.050236607
272 Alabama St. 75 334 Mississippi Valley St. 70 [71],"Saturday, February 8, 2014 6:00 pm ET Leflore County Civic Center Greenwood, MS",71,7.1805,0.050213287
178 UT Arlington 79 226 Cal St. Bakersfield 75  (OT) [80],"Saturday, December 21, 2013 2:00 pm ET College Park Center Arlington, TX",80,7.9806,0.050192453
170 Kent St. 58 218 College of Charleston 54 [70],"Saturday, December 21, 2013 3:00 pm ET TD Arena Charleston, SC",70,7.0741,0.050170922
246 Air Force 67 312 Arkansas Pine Bluff 64 [62],"Sunday, November 17, 2013 4:00 pm ET Clune Arena Colorado Springs, CO",62,6.3691,0.050150394
218 Milwaukee 68 173 Detroit 62 [60],"Thursday, February 27, 2014 7:00 pm ET Calihan Hall Detroit, MI",60,6.2158,0.050127419
138 Texas A&M 68 24 Tennessee 65  (OT) [69],"Saturday, February 22, 2014 3:00 pm ET Reed Arena College Station, TX",69,6.9667,0.050120144
256 UNC Asheville 67 166 College of Charleston 58  (OT) [64],"Friday, November 15, 2013 7:30 pm ET TD Arena Charleston, SC",64,6.6656,0.050117293
13 Wisconsin 79 6 Iowa 74 [65],"Saturday, February 22, 2014 12:00 pm ET Carver-Hawkeye Arena Iowa City, IA",65,6.6114,0.050086364
279 Morgan St. 74 304 Marist 67  (OT) [69],"Monday, November 25, 2013 2:30 pm ET Virgin Islands Sport &amp; Fitness Center St. Thomas, Virgin Islands",69,6.9541,0.050029496
299 LIU Brooklyn 62 332 Central Connecticut 61 [69],"Saturday, January 18, 2014 3:30 pm ET Detrick Gymnasium New Britain, CT",69,6.9984,0.049988571
14 Kentucky 78 4 Wichita St. 76 [62],"Sunday, March 23, 2014 2:45 pm ET Scottrade Center St. Louis, MO",62,6.246,0.049968
192 Loyola MD 93 247 Cornell 89  (OT) [81],"Sunday, November 10, 2013 4:00 pm ET Newman Arena at The Fieldhouse Ithaca, NY",81,8.044,0.049962733
130 DePaul 77 66 St. John's 75 [69],"Tuesday, January 14, 2014 7:00 pm ET Allstate Arena Rosemont, IL",69,6.9447,0.049961871
68 Manhattan 71 213 Columbia 70 [65],"Tuesday, November 12, 2013 7:00 pm ET Levien Gymnasium New York, NY",65,6.2923,0.049938889
101 UNLV 76 51 New Mexico 73 [63],"Wednesday, January 15, 2014 9:05 pm ET The Pit Albuquerque, NM",63,6.3394,0.049916535
240 Morgan St. 68 334 Howard 66  (OT) [68],"Thursday, March 6, 2014 8:00 pm ET Burr Arena Washington, DC",68,6.5377,0.049906107
9 Oklahoma St. 73 55 West Virginia 72 [65],"Saturday, January 11, 2014 4:00 pm ET WVU Coliseum Morgantown, WV",65,6.687,0.049902985
95 Northern Iowa 71 105 Indiana St. 69 [70],"Saturday, March 1, 2014 1:00 pm ET Hulman Center Terre Haute, IN",70,6.9845,0.049889286
133 Columbia 76 156 Colgate 70  (2OT) [67],"Monday, December 30, 2013 7:00 pm ET Cotterell Court Hamilton, NY",67,6.7281,0.049837778
272 Louisiana Monroe 66 225 Arkansas Little Rock 65 [58],"Saturday, March 8, 2014 8:00 pm ET Jack Stephens Center Little Rock, AR",58,5.8794,0.049825424
47 Harvard 88 123 Columbia 84  (2OT) [72],"Friday, February 14, 2014 7:00 pm ET Levien Gymnasium New York, NY",72,7.3223,0.049811565
51 Arkansas 71 16 Kentucky 67  (OT) [77],"Thursday, February 27, 2014 7:00 pm ET Rupp Arena Lexington, KY",77,7.6158,0.049776471
187 Utah Valley 89 266 Idaho 88 [68],"Saturday, February 15, 2014 9:05 pm ET UCCU Events Center Orem, UT",68,6.9669,0.049763571
54 Baylor 87 32 Kansas St. 73  (2OT) [81],"Saturday, February 15, 2014 7:00 pm ET Ferrell Center Waco, TX",81,8.0019,0.049701242
130 Boston University 69 133 Quinnipiac 66 [67],"Monday, December 2, 2013 7:00 pm ET TD Banknorth SportsCenter Hamden, CT",67,6.659,0.04969403
290 Savannah St. 71 335 North Carolina A&T 67  (OT) [75],"Saturday, March 1, 2014 6:00 pm ET Corbett Sports Center Greensboro, NC",75,7.7503,0.04968141
77 Utah St. 77 82 UC Santa Barbara 71  (OT) [63],"Friday, December 20, 2013 10:05 pm ET Dee Glen Smith Spectrum Logan, UT",63,6.5557,0.049664394
346 Maryland Eastern Shore 68 299 Coppin St. 67 [70],"Saturday, March 1, 2014 4:00 pm ET Physical Education Complex Baltimore, MD",70,6.951,0.04965
179 San Francisco 87 101 Portland 81  (OT) [66],"Saturday, December 28, 2013 10:00 pm ET Earle A. Chiles Center Portland, OR",66,6.4538,0.049644615
339 South Carolina St. 75 337 North Carolina A&T 70  (OT) [67],"Monday, February 17, 2014 7:30 pm ET Smith-Hammond-Middleton Center Orangeburg, SC",67,6.699,0.049622222
13 Connecticut 59 29 Indiana 58 [68],"Friday, November 22, 2013 7:30 pm ET Madison Square Garden New York, NY",68,6.8412,0.049573913
266 LIU Brooklyn 74 226 Norfolk St. 72 [61],"Sunday, December 1, 2013 2:00 pm ET Wellness, Recreation and Athletic Center Brooklyn, NY",61,6.1928,0.0495424
123 Ohio 82 209 Miami OH 76  (OT) [79],"Saturday, March 8, 2014 12:00 pm ET John D. Millett Hall Miami, OH",79,7.9616,0.049450932
222 Winthrop 80 220 UNC Asheville 79 [66],"Saturday, March 8, 2014 12:00 pm ET HTC Center Conway, SC",66,6.3786,0.049446512
307 Nicholls St. 73 178 Oral Roberts 72  (OT) [63],"Thursday, January 30, 2014 9:00 pm ET David R. Stopher Gym Thibodaux, LA",63,6.1728,0.0493824
10 Kansas 64 69 Texas Tech 63 [54],"Tuesday, February 18, 2014 8:00 pm ET United Spirit Arena Lubbock, TX",54,5.0862,0.049380583
148 Illinois St. 79 244 Evansville 78  (OT) [65],"Wednesday, January 15, 2014 8:05 pm ET Redbird Arena Normal, IL",65,6.4664,0.049361832
243 NJIT 91 208 Lafayette 88  (OT) [79],"Saturday, November 23, 2013 2:00 pm ET Fleisher Center Newark, NJ",79,7.8447,0.049337736
145 UAB 64 184 Charlotte 62 [68],"Saturday, February 22, 2014 3:30 pm ET Dale F. Halton Arena Charlotte, NC",68,6.757,0.049321168
298 Chicago St. 68 206 UMKC 66 [68],"Saturday, January 11, 2014 6:15 pm ET Municipal Auditorium Kansas City, MO",68,6.7558,0.049312409
287 Montana St. 68 261 Northern Arizona 66 [63],"Saturday, January 4, 2014 9:05 pm ET Worthington Arena Bozeman, MT",63,6.1603,0.0492824
350 Grambling St. 72 341 Mississippi Valley St. 70 [68],"Monday, March 3, 2014 8:30 pm ET Assembly Center Grambling, LA",68,6.0112,0.049272131
172 Robert Morris 71 182 Bryant 67 [68],"Saturday, January 11, 2014 1:00 pm ET Chace Athletic Center Smithfield, RI",68,6.7006,0.049269118
19 Saint Louis 89 133 George Mason 85  (OT) [77],"Wednesday, February 19, 2014 7:00 pm ET Patriot Center Fairfax, VA",77,7.6849,0.049262179
206 Siena 77 287 Fairfield 75 [66],"Monday, February 10, 2014 7:00 pm ET Times Union Center Albany, NY",66,6.4502,0.049238168
237 Texas Southern 90 93 Temple 89 [70],"Wednesday, December 18, 2013 7:00 pm ET Liacouras Center Philadelphia, PA",70,6.8892,0.049208571
20 New Mexico 97 96 UAB 94  (2OT) [92],"Thursday, November 21, 2013 3:00 pm ET TD Bank Arena Charleston, SC",92,9.0992,0.049184865
98 Mississippi 88 66 LSU 74  (OT) [78],"Wednesday, January 15, 2014 9:00 pm ET Tad Smith Coliseum Oxford, MS",78,7.8197,0.049180503
269 Jackson St. 73 99 Louisiana Lafayette 70 [72],"Thursday, December 19, 2013 8:30 pm ET Williams Center Jackson, MS",72,6.7357,0.049165693
279 Tulane 64 144 Charlotte 63 [66],"Friday, February 7, 2014 8:00 pm ET Devlin Fieldhouse New Orleans, LA",66,6.5827,0.049124627
58 Cincinnati 44 7 Pittsburgh 43 [48],"Tuesday, December 17, 2013 7:00 pm ET Madison Square Garden New York, NY",48,4.6646,0.049101053
118 Louisiana Lafayette 82 55 Georgia St. 81  (OT) [70],"Sunday, March 16, 2014 1:00 pm ET Lakefront Arena New Orleans, LA",70,6.9723,0.049100704
31 Oregon 115 58 Mississippi 105  (OT) [91],"Sunday, December 8, 2013 5:00 pm ET Tad Smith Coliseum Oxford, MS",91,9.079,0.049075676
296 Chattanooga 82 348 The Citadel 78 [68],"Monday, January 6, 2014 7:05 pm ET McAlister Field House Charleston, SC",68,6.8167,0.049041007
65 Southern Miss 70 77 North Dakota St. 69 [65],"Monday, November 18, 2013 8:00 pm ET Bison Sports Arena Fargo, ND",65,5.9758,0.048981967
96 Georgia 61 78 Mississippi 60 [60],"Saturday, February 15, 2014 4:00 pm ET Stegeman Coliseum Athens, GA",60,5.9252,0.048968595
267 Alabama St. 79 269 Texas Southern 73  (OT) [75],"Monday, February 3, 2014 8:30 pm ET Dunn-Oliver Acadome Montgomery, AL",75,7.8345,0.048965625
233 UNC Asheville 67 338 Longwood 66 [66],"Saturday, February 1, 2014 5:00 pm ET Willett Hall Farmville, VA",66,6.4619,0.048953788
11 Michigan St. 71 4 Iowa 69  (OT) [68],"Tuesday, January 28, 2014 7:00 pm ET Carver-Hawkeye Arena Iowa City, IA",68,6.8497,0.048926429
156 Youngstown St. 74 241 FIU 72  (OT) [67],"Saturday, November 9, 2013 3:00 pm ET KSU Convocation Center Kennesaw, GA",67,6.6043,0.048920741
12 Virginia 48 7 Pittsburgh 45 [51],"Sunday, February 2, 2014 12:30 pm ET Petersen Events Center Pittsburgh, PA",51,5.0374,0.048906796
152 Robert Morris 71 214 St. Francis NY 70  (OT) [67],"Saturday, February 22, 2014 4:00 pm ET Sewall Center Coraopolis, PA",67,6.7975,0.048902878
267 James Madison 63 138 Drexel 61  (OT) [69],"Wednesday, February 19, 2014 7:00 pm ET JMU Convocation Center Harrisonburg, VA",69,6.8427,0.048876429
58 Missouri 70 159 Auburn 68 [66],"Saturday, January 11, 2014 2:00 pm ET Auburn Arena Auburn, AL",66,6.2535,0.048855469
211 Rutgers 71 95 Temple 66 [68],"Wednesday, January 1, 2014 8:00 pm ET Louis Brown Athletic Center Piscataway, NJ",68,6.7402,0.048842029
205 Nebraska Omaha 82 190 Nevada 80 [68],"Saturday, December 14, 2013 6:05 pm ET Lawlor Events Center Reno, NV",68,6.7881,0.048835252
297 Austin Peay 88 316 Tennessee Martin 85 [72],"Saturday, March 1, 2014 5:00 pm ET Skyhawk Arena Martin, TN",72,7.2254,0.04882027
50 New Mexico 72 96 Wyoming 69  (OT) [66],"Wednesday, January 8, 2014 9:00 pm ET Arena-Auditorium Laramie, WY",66,6.734,0.048797101
262 Portland St. 78 253 Idaho St. 74  (OT) [71],"Saturday, March 8, 2014 10:05 pm ET Stott Center Portland, OR",71,7.0247,0.048782639
275 Lipscomb 82 220 East Tennessee St. 80 [69],"Thursday, January 9, 2014 7:00 pm ET MSHA Athletic Center Johnson City, TN",69,6.6784,0.048747445
19 San Diego St. 74 100 Utah St. 69  (OT) [67],"Saturday, January 25, 2014 11:05 pm ET Dee Glen Smith Spectrum Logan, UT",67,6.7247,0.04872971
313 Nicholls St. 64 285 Southeastern Louisiana 61 [58],"Saturday, January 4, 2014 4:30 pm ET Stopher Gym Thibodaux, LA",58,5.7006,0.048723077
265 Lipscomb 77 174 USC Upstate 75 [66],"Thursday, February 6, 2014 7:00 pm ET Allen Arena Nashville, TN",66,6.5259,0.048700746
10 Kentucky 75 9 Michigan 72 [57],"Sunday, March 30, 2014 5:05 pm ET Lucas Oil Stadium Indianapolis, IN",57,5.5006,0.048677876
286 Northern Arizona 63 288 Grand Canyon 61 [67],"Saturday, December 14, 2013 5:00 pm ET Walkup Skydome Flagstaff, AZ",67,6.7114,0.048633333
87 Wyoming 64 125 Nevada 62  (OT) [59],"Saturday, January 25, 2014 4:00 pm ET Arena-Auditorium Laramie, WY",59,5.9708,0.048543089
55 Arkansas 77 95 Vanderbilt 75 [63],"Saturday, February 8, 2014 4:00 pm ET Memorial Gym Nashville, TN",63,6.213,0.048539063
311 North Carolina A&T 68 194 Morgan St. 67  (OT) [70],"Saturday, January 25, 2014 6:00 pm ET Corbett Sports Center Greensboro, NC",70,7.135,0.048537415
182 Nevada 83 300 Chattanooga 81 [72],"Friday, November 22, 2013 10:05 pm ET Lawlor Events Center Reno, NV",72,6.7882,0.048487143
110 Quinnipiac 90 265 Niagara 88 [74],"Saturday, February 22, 2014 3:00 pm ET Gallagher Center Niagara, NY",74,7.1261,0.048476871
63 Colorado 59 38 Stanford 56 [63],"Wednesday, March 5, 2014 9:00 pm ET Maples Pavilion Stanford, CA",63,6.0584,0.0484672
333 Northern Illinois 60 269 San Jose St. 59 [56],"Saturday, November 16, 2013 9:00 pm ET Convocation Center DeKalb, IL",56,6.153,0.048448819
178 Oakland 96 180 Youngstown St. 92  (OT) [86],"Tuesday, March 4, 2014 7:00 pm ET Athletics Center Orena Oakland, MI",86,8.333,0.048447674
171 Oral Roberts 80 203 Sam Houston St. 73 [62],"Saturday, March 1, 2014 8:30 pm ET Mabee Center Tulsa, OK",62,6.1035,0.048440476
232 Northern Arizona 67 250 Idaho St. 65 [61],"Saturday, February 1, 2014 5:00 pm ET Rolle Activity Center Flagstaff, AZ",61,5.6647,0.048416239
341 Howard 55 314 Delaware St. 53 [56],"Saturday, March 1, 2014 4:00 pm ET Memorial Hall Dover, DE",56,5.616,0.048413793
111 Long Beach St. 63 135 Hawaii 61 [61],"Thursday, February 27, 2014 10:30 pm ET The Pyramid Long Beach, CA",61,6.0513,0.0484104
272 Cal St. Northridge 67 327 Texas A&M Corpus Chris 66 [60],"Friday, December 20, 2013 8:00 pm ET Dugan Wellness Center Corpus Christi, TX",60,5.8529,0.048371074
183 Pacific 80 162 Nevada 78 [71],"Friday, November 8, 2013 10:05 pm ET Lawlor Events Center Reno, NV",71,6.9107,0.048326573
97 Charlotte 63 13 Michigan 61 [71],"Sunday, November 24, 2013 7:00 pm ET Coliseo Roberto Clemente San Juan, Puerto Rico",71,6.7164,0.048319424
161 Southeast Missouri St. 74 284 Southeastern Louisiana 73 [65],"Saturday, December 7, 2013 12:30 pm ET University Center Hammond, LA",65,6.1836,0.048309375
61 Saint Joseph's 70 52 Dayton 67 [65],"Friday, March 14, 2014 2:30 pm ET Barclays Center Brooklyn, NY",65,6.3228,0.048265649
156 Oral Roberts 79 209 Incarnate Word 77 [65],"Saturday, January 18, 2014 5:00 pm ET Alice P. McDermott Convocation Center San Antonio, TX",65,6.3694,0.04825303
143 Morehead St. 90 301 Austin Peay 88  (2OT) [84],"Wednesday, February 19, 2014 7:00 pm ET Ellis T Johnson Arena Morehead, KY",84,7.9599,0.048241818
18 Creighton 83 54 Saint Joseph's 79 [62],"Saturday, November 16, 2013 7:00 pm ET Michael J. Hagan '85 Arena Philadelphia, PA",62,5.9267,0.048184553
16 Florida 84 51 Arkansas 82  (OT) [77],"Saturday, January 11, 2014 1:00 pm ET Bud Walton Arena Fayetteville, AR",77,7.6126,0.048181013
277 Siena 72 88 St. Bonaventure 70 [68],"Tuesday, November 19, 2013 7:00 pm ET Times Union Center Albany, NY",68,6.5026,0.048167407
193 Bowling Green 66 308 Ball St. 64 [68],"Saturday, February 15, 2014 4:00 pm ET Worthen Arena Muncie, IN",68,6.5956,0.048143066
263 Idaho 70 302 Texas Pan American 63  (OT) [76],"Saturday, February 8, 2014 10:00 pm ET Cowan Spectrum Moscow, ID",76,7.265,0.048112583
74 George Washington 60 17 Creighton 53 [63],"Sunday, December 1, 2013 6:30 pm ET Honda Center Anaheim, CA",63,6.0108,0.0480864
194 Kent St. 60 117 Akron 57 [63],"Saturday, February 1, 2014 6:00 pm ET Memorial A &amp; C Center Kent, OH",63,6.2988,0.048082443
311 Northern Kentucky 69 226 Hampton 67  (OT) [69],"Wednesday, December 18, 2013 7:00 pm ET Bank of Kentucky Center Highland Heights, KY",69,6.7731,0.04803617
107 Penn St. 58 78 Nebraska 54 [60],"Thursday, January 23, 2014 8:00 pm ET Bryce Jordan Center University Park, PA",60,5.6131,0.047975214
201 Bowling Green 64 158 Detroit 62 [67],"Sunday, December 22, 2013 2:00 pm ET Stroh Center Bowling Green, OH",67,6.6658,0.047955396
135 Quinnipiac 90 75 Manhattan 86  (OT) [85],"Sunday, January 26, 2014 2:00 pm ET Draddy Gymnasium Riverdale, NY",85,8.0536,0.047938095
44 Texas 67 40 Kansas St. 64 [63],"Tuesday, January 21, 2014 7:00 pm ET Erwin Center Austin, TX",63,5.9442,0.047937097
57 Colorado 79 44 Utah 75  (OT) [69],"Saturday, February 1, 2014 2:00 pm ET Coors Events Center Boulder, CO",69,6.6601,0.047914388
69 West Virginia 66 55 Baylor 64 [63],"Tuesday, January 28, 2014 7:00 pm ET Ferrell Center Waco, TX",63,6.0847,0.047911024
258 North Florida 67 301 Northern Kentucky 66 [62],"Thursday, January 30, 2014 7:30 pm ET UNF Arena Jacksonville, FL",62,6.0313,0.04786746
255 Western Illinois 64 349 Alcorn St. 62  (OT) [64],"Sunday, December 29, 2013 7:00 pm ET Don Haskins Center El Paso, TX",64,6.3145,0.047837121
56 North Dakota St. 60 146 IPFW 57 [59],"Tuesday, March 11, 2014 9:00 pm ET Sioux Falls Arena Sioux Falls, SD",59,5.7381,0.0478175
126 Boston University 71 234 Army 70 [67],"Wednesday, February 26, 2014 7:00 pm ET Christl Arena West Point, NY",67,6.45,0.047777778
178 Detroit 59 139 Valparaiso 57 [65],"Friday, February 7, 2014 9:00 pm ET Athletics-Recreation Center Valparaiso, IN",65,6.2079,0.047753077
210 UT Arlington 68 269 Louisiana Monroe 65 [64],"Thursday, March 13, 2014 9:30 pm ET Lakefront Arena New Orleans, LA",64,5.8717,0.047737398
263 Georgia Southern 88 320 Furman 81  (OT) [73],"Thursday, January 16, 2014 7:00 pm ET Hanner Fieldhouse Statesboro, GA",73,7.0558,0.047674324
323 Jacksonville 88 264 Lipscomb 85 [75],"Monday, January 6, 2014 6:00 pm ET Allen Arena Nashville, TN",75,6.96,0.047671233
262 UMKC 68 68 New Mexico St. 66 [67],"Saturday, January 18, 2014 8:05 pm ET Municipal Auditorium Kansas City, MO",67,6.1453,0.047637984
9 Wisconsin 85 28 Oregon 77 [65],"Saturday, March 22, 2014 7:45 pm ET BMO Harris Bradley Center Milwaukee, WI",65,6.1419,0.047611628
244 Western Carolina 99 113 Davidson 97  (OT) [73],"Sunday, March 9, 2014 6:00 pm ET U.S. Cellular Center Asheville, NC",73,6.9488,0.047594521
104 Ohio 70 62 Richmond 69  (OT) [68],"Sunday, December 22, 2013 1:00 pm ET Robins Center Richmond, VA",68,6.4691,0.047566912
49 Baylor 70 31 Oklahoma St. 64  (OT) [67],"Monday, February 17, 2014 9:00 pm ET Ferrell Center Waco, TX",67,6.6579,0.047556429
